"data_base","uf","tcb","sr","cliente","ocupacao","cnae_secao","cnae_subclasse","porte","modalidade","origem","indexador","numero_de_operacoes","a_vencer_ate_90_dias","a_vencer_de_91_ate_360_dias","a_vencer_de_361_ate_1080_dias","a_vencer_de_1081_ate_1800_dias","a_vencer_de_1801_ate_5400_dias","a_vencer_acima_de_5400_dias","vencido_acima_de_15_dias","carteira_ativa","carteira_inadimplida_arrastada","ativo_problematico"
2025-08-31,"PE","Bancário","S1","PF","PF - Autônomo","-","-","PF - Mais de 1 a 2 salários mínimos          ","PF - Habitacional","Com destinação específica","Outros indexadores","<= 15","105734,24","212505,91","490549,54","395078,28","1071995,43","371964,52","1511,74","2649339,66","0,00","271789,85"
2025-08-31,"PE","Bancário","S1","PF","PF - Autônomo","-","-","PF - Mais de 1 a 2 salários mínimos          ","PF - Habitacional","Com destinação específica","Prefixado","<= 15","629,26","2014,08","6427,16","2205,79","0,00","0,00","0,00","11276,29","0,00","0,00"
2025-08-31,"PE","Bancário","S1","PF","PF - Autônomo","-","-","PF - Mais de 1 a 2 salários mínimos          ","PF - Habitacional","Com destinação específica","Pós-fixado","4029","7513045,39","19822736,72","48105725,90","41919055,64","143682047,00","88803160,99","1357704,85","351203476,49","6391387,03","30117507,10"
2025-08-31,"PE","Bancário","S1","PF","PF - Autônomo","-","-","PF - Mais de 1 a 2 salários mínimos          ","PF - Habitacional","Com destinação específica","Índices de preços","<= 15","15029,18","40977,73","99882,12","87477,40","296398,71","89906,23","1614,87","631286,24","0,00","0,00"
2025-08-31,"PE","Bancário","S1","PF","PF - Autônomo","-","-","PF - Mais de 1 a 2 salários mínimos          ","PF - Habitacional","Sem destinação específica","Pós-fixado","<= 15","10178,23","26662,59","43049,98","33534,01","81749,99","21721,40","0,00","216896,20","0,00","0,00"
2025-08-31,"PE","Bancário","S1","PF","PF - Autônomo","-","-","PF - Mais de 1 a 2 salários mínimos          ","PF - Outros créditos","Com destinação específica","Prefixado","16","0,00","0,00","0,00","0,00","0,00","0,00","129749,41","129749,41","3158,80","3158,80"
2025-08-31,"PE","Bancário","S1","PF","PF - Autônomo","-","-","PF - Mais de 1 a 2 salários mínimos          ","PF - Outros créditos","Com destinação específica","Pós-fixado","<= 15","4595,41","12743,56","26674,57","20303,40","40472,03","2696,35","0,00","107485,32","0,00","0,00"
2025-08-31,"PE","Bancário","S1","PF","PF - Autônomo","-","-","PF - Mais de 1 a 2 salários mínimos          ","PF - Outros créditos","Sem destinação específica","Flutuantes","<= 15","0,00","0,00","0,00","0,00","0,00","271,98","0,00","271,98","0,00","271,98"
2025-08-31,"PE","Bancário","S1","PF","PF - Autônomo","-","-","PF - Mais de 1 a 2 salários mínimos          ","PF - Outros créditos","Sem destinação específica","Prefixado","15858","9307343,62","9091992,99","6877153,02","2144198,79","822095,05","13151,57","2929115,42","31185050,46","4078568,13","13540343,28"
2025-08-31,"PE","Bancário","S1","PF","PF - Autônomo","-","-","PF - Mais de 1 a 2 salários mínimos          ","PF - Outros créditos","Sem destinação específica","Pós-fixado","504","91840,16","202308,20","377072,77","209728,96","558457,02","145,20","843020,31","2282572,62","1032088,86","1243537,13"
2025-08-31,"PE","Bancário","S1","PF","PF - Autônomo","-","-","PF - Mais de 1 a 2 salários mínimos          ","PF - Rural e agroindustrial","Com destinação específica","Flutuantes","<= 15","9973,39","14438,06","21657,09","12205,73","4929,72","0,00","29920,11","93124,10","93124,10","93124,10"
2025-08-31,"PE","Bancário","S1","PF","PF - Autônomo","-","-","PF - Mais de 1 a 2 salários mínimos          ","PF - Rural e agroindustrial","Com destinação específica","Prefixado","376","1035481,51","4410266,81","4179654,51","2323135,80","2223725,79","233677,24","2124065,67","16530007,33","2791669,80","3096972,21"
2025-08-31,"PE","Bancário","S1","PF","PF - Autônomo","-","-","PF - Mais de 1 a 2 salários mínimos          ","PF - Rural e agroindustrial","Com destinação específica","Pós-fixado","<= 15","178041,77","0,00","356083,54","263830,04","0,00","0,00","0,00","797955,35","0,00","0,00"
2025-08-31,"PE","Bancário","S1","PF","PF - Autônomo","-","-","PF - Mais de 1 a 2 salários mínimos          ","PF - Rural e agroindustrial","Com destinação específica","TCR/TRFC","<= 15","114931,07","0,00","253887,70","0,00","0,00","0,00","0,00","368818,77","0,00","0,00"
2025-08-31,"PE","Bancário","S1","PF","PF - Autônomo","-","-","PF - Mais de 1 a 2 salários mínimos          ","PF - Rural e agroindustrial","Sem destinação específica","Outros indexadores","<= 15","0,00","29885,91","78985,80","16910,79","0,00","0,00","43541,64","169324,14","0,00","133199,36"
2025-08-31,"PE","Bancário","S1","PF","PF - Autônomo","-","-","PF - Mais de 1 a 2 salários mínimos          ","PF - Rural e agroindustrial","Sem destinação específica","Prefixado","30","134759,08","608091,93","843762,87","665248,14","787453,60","0,00","86312,17","3125627,79","254497,33","598456,16"
2025-08-31,"PE","Bancário","S1","PF","PF - Autônomo","-","-","PF - Mais de 1 a 2 salários mínimos          ","PF - Rural e agroindustrial","Sem destinação específica","TCR/TRFC","<= 15","0,00","301609,15","65564,55","0,00","0,00","0,00","0,00","367173,70","0,00","0,00"
2025-08-31,"PE","Bancário","S1","PF","PF - Autônomo","-","-","PF - Mais de 1 a 2 salários mínimos          ","PF - Veículos","Com destinação específica","Pós-fixado","<= 15","2003,49","6010,47","11627,95","0,00","0,00","0,00","0,00","19641,91","0,00","0,00"
2025-08-31,"PE","Bancário","S1","PF","PF - Autônomo","-","-","PF - Mais de 1 a 2 salários mínimos          ","PF - Veículos","Sem destinação específica","Prefixado","3367","11366236,94","27092644,06","35348190,23","4983341,70","15446,56","0,00","3377335,34","82183194,83","8541157,39","11519387,19"
2025-08-31,"PE","Bancário","S1","PF","PF - Autônomo","-","-","PF - Mais de 10 a 20 salários mínimos        ","PF - Cartão de crédito","Sem destinação específica","Outros indexadores","103","311000,75","1095544,72","173425,72","0,00","0,00","0,00","0,00","1579971,19","0,00","9053,66"
2025-08-31,"PE","Bancário","S1","PF","PF - Autônomo","-","-","PF - Mais de 10 a 20 salários mínimos        ","PF - Cartão de crédito","Sem destinação específica","Prefixado","32858","141706570,81","66541440,35","2787643,55","501151,04","355622,69","38861,42","9343504,25","221274794,11","6688205,08","13975899,48"
2025-08-31,"PE","Bancário","S1","PF","PF - Autônomo","-","-","PF - Mais de 10 a 20 salários mínimos        ","PF - Cartão de crédito","Sem destinação específica","Pós-fixado","68","11712,09","33667,75","79388,90","42671,09","28162,41","0,00","1159937,42","1355539,66","1229765,96","1349621,05"
2025-08-31,"PE","Bancário","S1","PF","PF - Autônomo","-","-","PF - Mais de 10 a 20 salários mínimos        ","PF - Empréstimo com consignação em folha","Sem destinação específica","Outros indexadores","<= 15","539,69","2554,82","2392,19","0,00","0,00","0,00","0,00","5486,70","0,00","0,00"
2025-08-31,"PE","Bancário","S1","PF","PF - Autônomo","-","-","PF - Mais de 10 a 20 salários mínimos        ","PF - Empréstimo com consignação em folha","Sem destinação específica","Prefixado","806","1894387,45","4804569,13","9348707,00","4934516,49","3281319,69","0,00","132595,46","24396095,22","765128,21","1569398,85"
2025-08-31,"PE","Bancário","S1","PF","PF - Autônomo","-","-","PF - Mais de 10 a 20 salários mínimos        ","PF - Empréstimo sem consignação em folha","Sem destinação específica","Flutuantes","<= 15","166221,70","51218,64","0,00","0,00","0,00","0,00","0,00","217440,34","0,00","0,00"
2025-08-31,"PE","Bancário","S1","PF","PF - Autônomo","-","-","PF - Mais de 10 a 20 salários mínimos        ","PF - Empréstimo sem consignação em folha","Sem destinação específica","Outros indexadores","<= 15","0,00","445,98","436,71","136,51","50,39","0,00","0,00","1069,59","0,00","0,00"
2025-08-31,"PE","Bancário","S1","PF","PF - Autônomo","-","-","PF - Mais de 10 a 20 salários mínimos        ","PF - Empréstimo sem consignação em folha","Sem destinação específica","Prefixado","2457","10776486,37","20633451,48","23106868,17","6752509,69","1510839,14","65881,42","1583034,82","64429071,09","5918898,98","9053818,89"
2025-08-31,"PE","Bancário","S1","PF","PF - Autônomo","-","-","PF - Mais de 10 a 20 salários mínimos        ","PF - Empréstimo sem consignação em folha","Sem destinação específica","Pós-fixado","<= 15","6082,49","14714,16","35953,01","29901,71","47867,78","0,00","309669,87","444189,02","379305,41","444189,02"
2025-08-31,"PE","Bancário","S1","PF","PF - Autônomo","-","-","PF - Mais de 10 a 20 salários mínimos        ","PF - Habitacional","Com destinação específica","Outros indexadores","32","396713,87","1039276,43","2372818,11","1889034,58","4952060,55","1609050,05","94446,87","12353400,46","1118495,36","1118495,36"
2025-08-31,"PE","Bancário","S1","PF","PF - Autônomo","-","-","PF - Mais de 10 a 20 salários mínimos        ","PF - Habitacional","Com destinação específica","Prefixado","<= 15","9089,53","25504,29","54602,86","43791,32","104059,25","35189,41","0,00","272236,66","0,00","0,00"
2025-08-31,"PE","Bancário","S1","PF","PF - Autônomo","-","-","PF - Mais de 10 a 20 salários mínimos        ","PF - Habitacional","Com destinação específica","Pós-fixado","913","9429383,51","25536583,46","57912297,49","45345620,63","109684508,90","31565790,81","312938,61","279787123,41","640774,36","7109235,01"
2025-08-31,"PE","Bancário","S1","PF","PF - Autônomo","-","-","PF - Mais de 10 a 20 salários mínimos        ","PF - Habitacional","Com destinação específica","Índices de preços","<= 15","112487,89","309470,68","744893,74","639495,57","1739444,12","627252,72","5834,34","4178879,06","0,00","0,00"
2025-08-31,"PE","Bancário","S1","PF","PF - Autônomo","-","-","PF - Mais de 10 a 20 salários mínimos        ","PF - Habitacional","Sem destinação específica","Pós-fixado","<= 15","21271,19","59778,99","131517,89","102606,69","242236,33","71158,60","0,00","628569,69","0,00","0,00"
2025-08-31,"PE","Bancário","S1","PF","PF - Autônomo","-","-","PF - Mais de 10 a 20 salários mínimos        ","PF - Outros créditos","Com destinação específica","Pós-fixado","<= 15","95661,53","261777,03","570046,91","394722,94","689165,79","104440,79","0,00","2115814,99","0,00","0,00"
2025-08-31,"PE","Bancário","S1","PF","PF - Autônomo","-","-","PF - Mais de 10 a 20 salários mínimos        ","PF - Outros créditos","Sem destinação específica","Outros indexadores","<= 15","148295,11","101204,97","222746,40","167365,73","315000,37","6558,30","6063,92","967234,80","396,03","396,03"
2025-08-31,"PE","Bancário","S1","PF","PF - Autônomo","-","-","PF - Mais de 10 a 20 salários mínimos        ","PF - Outros créditos","Sem destinação específica","Prefixado","3786","14706493,97","7405171,02","6471039,26","2577749,15","1966248,96","19472,57","2508628,02","35654802,95","3156567,79","9583567,18"
2025-08-31,"PE","Bancário","S1","PF","PF - Autônomo","-","-","PF - Mais de 10 a 20 salários mínimos        ","PF - Outros créditos","Sem destinação específica","Pós-fixado","79","340461,26","764637,86","1488676,75","1018174,52","1942660,03","150164,65","1344453,99","7049229,06","1535228,22","1936292,44"
2025-08-31,"PE","Bancário","S1","PF","PF - Autônomo","-","-","PF - Mais de 10 a 20 salários mínimos        ","PF - Outros créditos","Sem destinação específica","Índices de preços","<= 15","7337,80","136077,33","176375,16","0,00","0,00","0,00","0,00","319790,29","0,00","0,00"
2025-08-31,"PE","Bancário","S1","PF","PF - Autônomo","-","-","PF - Mais de 10 a 20 salários mínimos        ","PF - Rural e agroindustrial","Com destinação específica","Flutuantes","<= 15","0,00","230332,06","512789,61","247290,76","0,00","0,00","184795,15","1175207,58","452340,98","452340,98"
2025-08-31,"PE","Bancário","S1","PF","PF - Autônomo","-","-","PF - Mais de 10 a 20 salários mínimos        ","PF - Rural e agroindustrial","Com destinação específica","Outros indexadores","<= 15","0,00","0,00","161720,19","161719,98","80860,80","0,00","0,00","404300,97","0,00","0,00"
2025-08-31,"PE","Bancário","S1","PF","PF - Autônomo","-","-","PF - Mais de 10 a 20 salários mínimos        ","PF - Rural e agroindustrial","Com destinação específica","Prefixado","384","2489348,26","15864138,59","10674973,41","6160322,85","4966792,03","208069,57","3539461,03","43903105,74","4012160,64","7071708,21"
2025-08-31,"PE","Bancário","S1","PF","PF - Autônomo","-","-","PF - Mais de 10 a 20 salários mínimos        ","PF - Rural e agroindustrial","Com destinação específica","TCR/TRFC","29","1923680,75","1654305,38","3718990,57","0,00","0,00","0,00","0,00","7296976,70","0,00","0,00"
2025-08-31,"PE","Bancário","S1","PF","PF - Autônomo","-","-","PF - Mais de 10 a 20 salários mínimos        ","PF - Rural e agroindustrial","Sem destinação específica","Outros indexadores","<= 15","76548,17","74349,63","224936,45","137491,40","137491,40","0,00","161524,62","812341,67","650546,99","808741,98"
2025-08-31,"PE","Bancário","S1","PF","PF - Autônomo","-","-","PF - Mais de 10 a 20 salários mínimos        ","PF - Rural e agroindustrial","Sem destinação específica","Prefixado","58","1582719,18","1756369,26","2939451,18","2127236,69","1239468,47","0,00","34644,40","9679889,18","0,00","0,00"
2025-08-31,"PE","Bancário","S1","PF","PF - Autônomo","-","-","PF - Mais de 10 a 20 salários mínimos        ","PF - Rural e agroindustrial","Sem destinação específica","Pós-fixado","<= 15","119361,64","0,00","239081,71","92136,37","0,00","0,00","0,00","450579,72","0,00","450579,72"
2025-08-31,"PE","Bancário","S1","PF","PF - Autônomo","-","-","PF - Mais de 10 a 20 salários mínimos        ","PF - Rural e agroindustrial","Sem destinação específica","TCR/TRFC","<= 15","0,00","474625,84","2365320,46","0,00","0,00","0,00","0,00","2839946,30","0,00","0,00"
2025-08-31,"PE","Bancário","S1","PF","PF - Autônomo","-","-","PF - Mais de 10 a 20 salários mínimos        ","PF - Veículos","Sem destinação específica","Prefixado","1169","8499467,49","20795143,25","27632650,34","5142547,65","5637,24","22239,46","648265,02","62745950,45","2595325,95","3104627,03"
2025-08-31,"PE","Bancário","S1","PF","PF - Autônomo","-","-","PF - Mais de 2 a 3 salários mínimos          ","PF - Cartão de crédito","Sem destinação específica","Outros indexadores","17","11871,59","207677,56","0,00","0,00","0,00","0,00","0,00","219549,15","0,00","0,00"
2025-08-31,"PE","Bancário","S1","PF","PF - Autônomo","-","-","PF - Mais de 2 a 3 salários mínimos          ","PF - Cartão de crédito","Sem destinação específica","Prefixado","48555","47603641,84","21730997,83","1190267,47","173355,32","141268,66","84744,64","9467031,09","80391306,85","7913712,38","12675094,20"
2025-08-31,"PE","Bancário","S1","PF","PF - Autônomo","-","-","PF - Mais de 2 a 3 salários mínimos          ","PF - Cartão de crédito","Sem destinação específica","Pós-fixado","219","5239,55","10411,12","20210,19","13092,48","18307,59","0,00","947299,69","1014560,62","978137,50","991408,31"
2025-08-31,"PE","Bancário","S1","PF","PF - Autônomo","-","-","PF - Mais de 2 a 3 salários mínimos          ","PF - Empréstimo com consignação em folha","Sem destinação específica","Outros indexadores","19","13384,02","32636,96","24626,88","208,14","0,00","0,00","0,00","70856,00","0,00","0,00"
2025-08-31,"PE","Bancário","S1","PF","PF - Autônomo","-","-","PF - Mais de 2 a 3 salários mínimos          ","PF - Empréstimo com consignação em folha","Sem destinação específica","Prefixado","5404","3234050,42","8475601,19","15676381,33","7529533,21","3838596,23","0,00","240953,39","38995115,77","1064836,71","1715372,57"
2025-08-31,"PE","Bancário","S1","PF","PF - Autônomo","-","-","PF - Mais de 2 a 3 salários mínimos          ","PF - Empréstimo com consignação em folha","Sem destinação específica","Pós-fixado","<= 15","353,55","1060,64","2004,10","0,00","0,00","0,00","366097,11","369515,40","369515,40","369515,40"
2025-08-31,"PE","Bancário","S1","PF","PF - Autônomo","-","-","PF - Mais de 2 a 3 salários mínimos          ","PF - Empréstimo sem consignação em folha","Sem destinação específica","Outros indexadores","127","4574,46","11555,58","17604,84","6740,72","3947,71","0,00","0,00","44423,31","0,00","0,00"
2025-08-31,"PE","Bancário","S1","PF","PF - Autônomo","-","-","PF - Mais de 2 a 3 salários mínimos          ","PF - Empréstimo sem consignação em folha","Sem destinação específica","Prefixado","7296","2613291,61","4161689,91","4278664,19","1318020,24","439105,24","356542,92","1212666,72","14379980,83","2557894,93","4290052,01"
2025-08-31,"PE","Bancário","S1","PF","PF - Autônomo","-","-","PF - Mais de 2 a 3 salários mínimos          ","PF - Empréstimo sem consignação em folha","Sem destinação específica","Pós-fixado","30","4508,13","6053,53","3542,98","1702,54","1664,61","0,00","93443,68","110915,47","102611,53","110915,47"
2025-08-31,"PE","Bancário","S1","PF","PF - Autônomo","-","-","PF - Mais de 2 a 3 salários mínimos          ","PF - Habitacional","Com destinação específica","Outros indexadores","<= 15","83036,46","226578,95","509377,75","395306,09","969164,53","271896,04","11044,18","2466404,00","163089,64","290387,56"
2025-08-31,"PE","Bancário","S1","PF","PF - Autônomo","-","-","PF - Mais de 2 a 3 salários mínimos          ","PF - Habitacional","Com destinação específica","Prefixado","<= 15","899,94","2015,42","6355,21","7708,25","30887,31","0,00","0,00","47866,13","0,00","0,00"
2025-08-31,"PE","Bancário","S1","PF","PF - Autônomo","-","-","PF - Mais de 2 a 3 salários mínimos          ","PF - Habitacional","Com destinação específica","Pós-fixado","1589","3764030,09","9623097,12","23080377,68","19705431,39","64228093,18","35426186,69","576800,52","156404016,67","2480356,43","14348002,91"
2025-08-31,"PE","Bancário","S1","PF","PF - Autônomo","-","-","PF - Mais de 2 a 3 salários mínimos          ","PF - Habitacional","Com destinação específica","Índices de preços","<= 15","5662,95","15510,78","37497,15","32416,70","105181,91","40281,73","0,00","236551,22","0,00","0,00"
2025-08-31,"PE","Bancário","S1","PF","PF - Autônomo","-","-","PF - Mais de 2 a 3 salários mínimos          ","PF - Outros créditos","Com destinação específica","Prefixado","<= 15","0,00","0,00","0,00","0,00","0,00","0,00","132,15","132,15","132,15","132,15"
2025-08-31,"PE","Bancário","S1","PF","PF - Autônomo","-","-","PF - Mais de 2 a 3 salários mínimos          ","PF - Outros créditos","Com destinação específica","Pós-fixado","<= 15","68259,78","187288,06","218819,55","9942,91","20408,08","2289,03","0,00","507007,41","0,00","0,00"
2025-08-31,"PE","Bancário","S1","PF","PF - Autônomo","-","-","PF - Mais de 2 a 3 salários mínimos          ","PF - Outros créditos","Sem destinação específica","Flutuantes","<= 15","0,00","0,00","0,00","0,00","0,00","1712,57","0,00","1712,57","0,00","1712,57"
2025-08-31,"PE","Bancário","S1","PF","PF - Autônomo","-","-","PF - Mais de 2 a 3 salários mínimos          ","PF - Outros créditos","Sem destinação específica","Outros indexadores","<= 15","41354,22","16631,14","38154,75","30577,18","62772,89","0,00","584,45","190074,63","584,45","584,45"
2025-08-31,"PE","Bancário","S1","PF","PF - Autônomo","-","-","PF - Mais de 2 a 3 salários mínimos          ","PF - Outros créditos","Sem destinação específica","Prefixado","7108","7320051,16","6461852,07","4937381,14","1459779,76","522855,13","112507,11","2471472,54","23285898,91","3744299,91","9847877,07"
2025-08-31,"PE","Bancário","S1","PF","PF - Autônomo","-","-","PF - Mais de 2 a 3 salários mínimos          ","PF - Outros créditos","Sem destinação específica","Pós-fixado","170","47966,17","102392,57","179276,54","88182,15","62868,10","252,25","374961,47","855899,25","681098,29","701320,31"
2025-08-31,"PE","Bancário","S1","PF","PF - Autônomo","-","-","PF - Mais de 2 a 3 salários mínimos          ","PF - Rural e agroindustrial","Com destinação específica","Prefixado","304","2018191,80","3690645,80","2046515,21","1465247,88","1671909,24","99311,52","92662,33","11084483,78","136891,96","463828,35"
2025-08-31,"PE","Bancário","S1","PF","PF - Autônomo","-","-","PF - Mais de 2 a 3 salários mínimos          ","PF - Rural e agroindustrial","Com destinação específica","Pós-fixado","<= 15","0,00","0,00","0,00","0,00","0,00","0,00","108800,05","108800,05","108800,05","108800,05"
2025-08-31,"PE","Bancário","S1","PF","PF - Autônomo","-","-","PF - Mais de 2 a 3 salários mínimos          ","PF - Rural e agroindustrial","Com destinação específica","TCR/TRFC","<= 15","0,00","64823,28","313668,47","0,00","0,00","0,00","28585,64","407077,39","0,00","28585,64"
2025-08-31,"PE","Bancário","S1","PF","PF - Autônomo","-","-","PF - Mais de 2 a 3 salários mínimos          ","PF - Rural e agroindustrial","Sem destinação específica","Outros indexadores","<= 15","3845,02","10568,73","253199,54","288559,01","900381,39","0,00","24489,65","1481043,34","53254,54","1481043,34"
2025-08-31,"PE","Bancário","S1","PF","PF - Autônomo","-","-","PF - Mais de 2 a 3 salários mínimos          ","PF - Rural e agroindustrial","Sem destinação específica","Prefixado","17","405102,21","15530,40","188323,63","194635,52","361033,82","0,00","0,00","1164625,58","0,00","0,00"
2025-08-31,"PE","Bancário","S1","PF","PF - Autônomo","-","-","PF - Mais de 2 a 3 salários mínimos          ","PF - Rural e agroindustrial","Sem destinação específica","TCR/TRFC","<= 15","0,00","0,00","74027,52","0,00","0,00","0,00","0,00","74027,52","0,00","0,00"
2025-08-31,"PE","Bancário","S1","PF","PF - Autônomo","-","-","PF - Mais de 2 a 3 salários mínimos          ","PF - Veículos","Com destinação específica","Pós-fixado","<= 15","2085,09","3520,04","0,00","0,00","0,00","0,00","0,00","5605,13","0,00","0,00"
2025-08-31,"PE","Bancário","S1","PF","PF - Autônomo","-","-","PF - Mais de 2 a 3 salários mínimos          ","PF - Veículos","Sem destinação específica","Prefixado","1988","7425019,51","17986748,50","23522837,03","3596251,33","20827,63","24830,54","1664912,11","54241426,65","3979394,68","5959350,98"
2025-08-31,"PE","Bancário","S1","PF","PF - Autônomo","-","-","PF - Mais de 3 a 5 salários mínimos          ","PF - Cartão de crédito","Sem destinação específica","Outros indexadores","46","63088,55","362608,86","4900,13","0,00","0,00","0,00","215,28","430812,82","0,00","263,20"
2025-08-31,"PE","Bancário","S1","PF","PF - Autônomo","-","-","PF - Mais de 3 a 5 salários mínimos          ","PF - Cartão de crédito","Sem destinação específica","Prefixado","51167","70846166,10","33195829,37","1786185,48","329816,86","242676,93","112628,59","12929651,10","119442954,43","10483366,05","17678742,79"
2025-08-31,"PE","Bancário","S1","PF","PF - Autônomo","-","-","PF - Mais de 3 a 5 salários mínimos          ","PF - Cartão de crédito","Sem destinação específica","Pós-fixado","246","12643,69","18802,47","27723,68","16344,31","24510,38","0,00","1177108,89","1277133,42","1265848,88","1268013,51"
2025-08-31,"PE","Bancário","S1","PF","PF - Autônomo","-","-","PF - Mais de 3 a 5 salários mínimos          ","PF - Empréstimo com consignação em folha","Sem destinação específica","Outros indexadores","179","145434,98","353085,40","254817,48","2544,40","0,00","0,00","2694,13","758576,39","0,00","0,00"
2025-08-31,"PE","Bancário","S1","PF","PF - Autônomo","-","-","PF - Mais de 3 a 5 salários mínimos          ","PF - Empréstimo com consignação em folha","Sem destinação específica","Prefixado","3091","2502721,79","6557216,26","12327005,51","6121185,26","3143766,01","0,00","170479,62","30822374,45","674496,34","1553442,73"
2025-08-31,"PE","Bancário","S1","PF","PF - Autônomo","-","-","PF - Mais de 3 a 5 salários mínimos          ","PF - Empréstimo com consignação em folha","Sem destinação específica","Pós-fixado","27","1357,88","2219,32","0,00","0,00","0,00","0,00","282510,78","286087,98","286087,98","286087,98"
2025-08-31,"PE","Bancário","S1","PF","PF - Autônomo","-","-","PF - Mais de 3 a 5 salários mínimos          ","PF - Empréstimo sem consignação em folha","Sem destinação específica","Outros indexadores","114","4562,51","10464,16","13025,95","4921,23","2315,42","0,00","0,00","35289,27","0,00","0,00"
2025-08-31,"PE","Bancário","S1","PF","PF - Autônomo","-","-","PF - Mais de 3 a 5 salários mínimos          ","PF - Empréstimo sem consignação em folha","Sem destinação específica","Prefixado","5438","3863137,46","6548011,36","6374474,00","1936123,74","665044,41","125197,79","1467214,64","20979203,40","3577504,55","5926019,91"
2025-08-31,"PE","Bancário","S1","PF","PF - Autônomo","-","-","PF - Mais de 3 a 5 salários mínimos          ","PF - Empréstimo sem consignação em folha","Sem destinação específica","Pós-fixado","22","544,98","1531,29","3421,11","617,21","248,59","0,00","107521,99","113885,17","113885,17","113885,17"
2025-08-31,"PE","Bancário","S1","PF","PF - Autônomo","-","-","PF - Mais de 3 a 5 salários mínimos          ","PF - Habitacional","Com destinação específica","Outros indexadores","22","165227,92","448681,98","1022466,07","813361,48","2133481,53","733159,97","6419,99","5322798,94","0,00","518184,84"
2025-08-31,"PE","Bancário","S1","PF","PF - Autônomo","-","-","PF - Mais de 3 a 5 salários mínimos          ","PF - Habitacional","Com destinação específica","Prefixado","<= 15","3963,86","11264,40","25906,61","20057,54","56812,40","1570,33","0,00","119575,14","0,00","0,00"
2025-08-31,"PE","Bancário","S1","PF","PF - Autônomo","-","-","PF - Mais de 3 a 5 salários mínimos          ","PF - Habitacional","Com destinação específica","Pós-fixado","1553","5194515,85","13004603,39","30334634,57","24737489,29","72073751,06","31710226,75","720511,17","177775732,08","3375873,38","10204264,14"
2025-08-31,"PE","Bancário","S1","PF","PF - Autônomo","-","-","PF - Mais de 3 a 5 salários mínimos          ","PF - Habitacional","Com destinação específica","Índices de preços","<= 15","23592,46","61528,32","149695,32","130723,66","432751,71","111769,37","7710,24","917771,08","0,00","0,00"
2025-08-31,"PE","Bancário","S1","PF","PF - Autônomo","-","-","PF - Mais de 3 a 5 salários mínimos          ","PF - Habitacional","Sem destinação específica","Pós-fixado","<= 15","29251,95","82062,60","177298,97","119400,58","111416,47","30143,47","0,00","549574,04","0,00","0,00"
2025-08-31,"PE","Bancário","S1","PF","PF - Autônomo","-","-","PF - Mais de 3 a 5 salários mínimos          ","PF - Outros créditos","Com destinação específica","Prefixado","<= 15","21122,65","57893,32","86069,99","27836,02","5447,94","0,00","984,26","199354,18","984,26","984,26"
2025-08-31,"PE","Bancário","S1","PF","PF - Autônomo","-","-","PF - Mais de 3 a 5 salários mínimos          ","PF - Outros créditos","Com destinação específica","Pós-fixado","<= 15","21004,27","47678,10","105539,00","68983,05","156738,17","41084,32","5775,02","446801,93","0,00","0,00"
2025-08-31,"PE","Bancário","S1","PF","PF - Autônomo","-","-","PF - Mais de 3 a 5 salários mínimos          ","PF - Outros créditos","Sem destinação específica","Flutuantes","<= 15","0,00","0,00","0,00","0,00","0,00","4231,56","0,00","4231,56","0,00","4231,56"
2025-08-31,"PE","Bancário","S1","PF","PF - Autônomo","-","-","PF - Mais de 3 a 5 salários mínimos          ","PF - Outros créditos","Sem destinação específica","Outros indexadores","<= 15","49940,81","120663,57","239788,44","153006,30","144178,58","0,00","5909,79","713487,49","774,28","774,28"
2025-08-31,"PE","Bancário","S1","PF","PF - Autônomo","-","-","PF - Mais de 3 a 5 salários mínimos          ","PF - Outros créditos","Sem destinação específica","Prefixado","7705","12284474,21","9539576,49","6914298,11","2253298,16","963555,44","39625,14","3742993,18","35737820,73","4178190,98","13571122,62"
2025-08-31,"PE","Bancário","S1","PF","PF - Autônomo","-","-","PF - Mais de 3 a 5 salários mínimos          ","PF - Outros créditos","Sem destinação específica","Pós-fixado","208","152968,98","370630,57","692791,00","456216,62","601075,79","29858,69","713797,89","3017339,54","1074095,61","1097635,59"
2025-08-31,"PE","Bancário","S1","PF","PF - Autônomo","-","-","PF - Mais de 3 a 5 salários mínimos          ","PF - Outros créditos","Sem destinação específica","Índices de preços","<= 15","6438,08","18259,39","41747,26","16192,10","0,00","0,00","0,00","82636,83","0,00","0,00"
2025-08-31,"PE","Bancário","S1","PF","PF - Autônomo","-","-","PF - Mais de 3 a 5 salários mínimos          ","PF - Rural e agroindustrial","Com destinação específica","Flutuantes","<= 15","0,00","42867,40","78699,38","0,00","0,00","0,00","0,00","121566,78","0,00","0,00"
2025-08-31,"PE","Bancário","S1","PF","PF - Autônomo","-","-","PF - Mais de 3 a 5 salários mínimos          ","PF - Rural e agroindustrial","Com destinação específica","Prefixado","389","2176087,81","5861291,57","4041478,83","2827551,63","3271435,16","333153,43","2277453,85","20788452,28","2272743,81","2786909,76"
2025-08-31,"PE","Bancário","S1","PF","PF - Autônomo","-","-","PF - Mais de 3 a 5 salários mínimos          ","PF - Rural e agroindustrial","Com destinação específica","TCR/TRFC","22","363198,37","2340764,56","1809432,03","0,00","0,00","0,00","177645,10","4691040,06","118470,35","177645,10"
